time,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,-10.0,-10.0,-10.0,0.93665,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,-10.0,-10.0,-10.0,0.93665,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,-10.0,-10.0,-10.0,0.921641,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,-10.0,-10.0,-10.0,0.921641,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,-10.0,-10.0,-10.0,0.898693,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,-10.0,-10.0,-10.0,0.898693,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,-10.0,0.12921,0.580678,0.868136,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
9,-10.0,0.12921,0.580678,0.868136,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
10,-10.0,0.170013,0.944169,0.841676,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
11,-10.0,0.170013,0.944169,0.841676,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
12,-10.0,0.158519,0.95805,0.820009,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
13,-10.0,0.158519,0.95805,0.820009,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
14,-10.0,0.087428,0.737498,0.806299,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
15,-10.0,0.087428,0.737498,0.806299,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
16,-10.0,0.068004,0.737498,0.754195,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
17,31.298685,0.068004,0.737498,0.754195,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
18,31.298685,0.074945,0.737498,0.719518,-10.0,"0,6",6757.350098,-10,cam_feednot_available,6.0
19,31.298685,0.074945,0.737498,0.719518,-10.0,"0,7",6698.075195,-10,cam_feednot_available,7.0
20,31.298685,0.050087,0.818164,0.690532,-10.0,"0,8",6638.799805,-10,cam_feednot_available,8.0
21,31.298685,0.050087,0.818164,0.690532,-10.0,"0,8",6638.799805,-10,cam_feednot_available,8.0
22,31.298685,0.036125,0.948992,0.649327,-10.0,"0,9",6579.524902,-10,cam_feednot_available,9.0
23,31.298685,0.036125,0.948992,0.649327,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
24,31.298685,0.067233,0.316492,0.610385,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
25,31.298685,0.067233,0.316492,0.610385,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
26,20.65465,0.076949,0.316492,0.573633,-10.0,"0,10",6520.25,-10,cam_feednot_available,10.0
27,20.65465,0.076949,0.316492,0.573633,-10.0,"0,10",6520.25,-10,cam_feednot_available,10.0
28,20.65465,0.077195,0.634598,0.540583,-10.0,"0,11",6460.975098,-10,cam_feednot_available,11.0
29,20.65465,0.077195,0.634598,0.540583,-10.0,"0,12",6401.700195,-10,cam_feednot_available,12.0
30,20.65465,0.087009,0.99917,0.503128,-10.0,"0,13",6342.424805,-10,cam_feednot_available,13.0
31,20.65465,0.087009,0.99917,0.503128,-10.0,"0,14",6283.149902,-10,cam_feednot_available,14.0
32,20.65465,0.192429,1.0,0.461532,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
33,20.65465,0.192429,1.0,0.461532,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
34,20.65465,0.217814,0.952067,0.427033,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
35,20.65465,0.217814,0.952067,0.427033,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
36,20.65465,0.163889,0.996746,0.389605,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
37,20.65465,0.163889,0.996746,0.389605,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
38,20.65465,0.155616,0.952144,0.354259,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
39,20.65465,0.155616,0.952144,0.354259,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
40,20.65465,0.144858,1.0,0.315072,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
41,20.65465,0.144858,1.0,0.315072,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
42,20.65465,0.124089,0.902543,0.281166,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
43,20.65465,0.124089,0.902543,0.281166,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
44,20.65465,0.108727,0.188464,0.248493,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
