time,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,-10.0,-10.0,-10.0,0.935115,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,-10.0,-10.0,-10.0,0.935115,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,-10.0,-10.0,-10.0,0.915864,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,-10.0,-10.0,-10.0,0.915864,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,-10.0,-10.0,-10.0,0.89413,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,-10.0,0.124897,-10.0,0.89413,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
9,-10.0,0.138532,0.995158,0.869008,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
10,-10.0,0.138532,0.995158,0.869008,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
11,-10.0,0.163632,0.994892,0.843795,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
12,-10.0,0.163632,0.994892,0.843795,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
13,-10.0,0.119223,0.898221,0.815132,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
14,-10.0,0.119223,0.898221,0.815132,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
15,-10.0,0.080517,1.0,0.784162,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
16,-10.0,0.080517,1.0,0.784162,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
17,-10.0,0.089675,1.0,0.753453,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
18,-10.0,0.089675,1.0,0.753453,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
19,-10.0,0.082829,1.0,0.720676,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
20,-10.0,0.082829,1.0,0.720676,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
21,-10.0,0.074206,1.0,0.685311,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
22,-10.0,0.074206,1.0,0.685311,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
23,-10.0,0.067235,1.0,0.649578,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
24,-10.0,0.067235,1.0,0.649578,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
25,-10.0,0.069703,1.0,0.612483,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
26,-10.0,0.069703,1.0,0.612483,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
27,-10.0,0.080406,1.0,0.577301,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
28,-10.0,0.080406,1.0,0.577301,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
29,-10.0,0.04204,0.674228,0.537872,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
30,-10.0,0.04204,0.674228,0.537872,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
31,-10.0,0.018652,0.387139,0.500311,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
32,-10.0,0.018652,0.387139,0.500311,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
33,-10.0,0.023328,0.387139,0.463545,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
34,-10.0,0.023328,0.387139,0.463545,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
35,65.889725,0.035788,0.387139,0.426863,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
36,65.889725,0.035788,0.387139,0.426863,-10.0,"0,6",6757.350098,-10,cam_feednot_available,6.0
37,65.889725,0.046573,0.387139,0.388681,-10.0,"0,7",6698.075195,-10,cam_feednot_available,7.0
38,65.889725,0.046573,0.387139,0.388681,-10.0,"0,8",6638.799805,-10,cam_feednot_available,8.0
39,65.889725,0.045301,0.387139,0.352379,-10.0,"0,9",6579.524902,-10,cam_feednot_available,9.0
40,65.889725,0.045301,0.387139,0.352379,-10.0,"0,9",6579.524902,-10,cam_feednot_available,9.0
41,65.889725,0.044141,0.387139,0.316784,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
42,65.889725,0.044141,0.387139,0.316784,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
43,65.889725,0.043495,0.387139,0.282375,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
44,65.889725,0.043495,0.387139,0.282375,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
45,65.889725,0.042787,0.387139,0.248885,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
46,65.889725,0.042787,0.387139,0.248885,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
47,65.889725,0.042296,0.387139,0.217173,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
48,65.889725,0.042296,0.387139,0.217173,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
49,65.889725,0.04434,0.387139,0.186926,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
50,29.299248,0.04434,0.387139,0.186926,-10.0,"0,10",6520.25,-10,cam_feednot_available,10.0
51,29.299248,0.044435,0.387139,0.158279,-10.0,"0,11",6460.975098,-10,cam_feednot_available,11.0
52,29.299248,0.044435,0.387139,0.158279,-10.0,"0,12",6401.700195,-10,cam_feednot_available,12.0
53,29.299248,0.04312,0.387139,0.131875,-10.0,"0,13",6342.424805,-10,cam_feednot_available,13.0
54,29.299248,0.04312,0.387139,0.131875,-10.0,"0,14",6283.149902,-10,cam_feednot_available,14.0
55,29.299248,0.041404,0.387139,0.107467,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
56,29.299248,0.041404,0.387139,0.107467,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
57,29.299248,0.041555,0.387139,0.085365,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
58,29.299248,0.041555,0.387139,0.085365,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
59,29.299248,0.043337,0.387139,0.06548,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
60,29.299248,0.043337,0.387139,0.06548,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
61,29.299248,0.043235,0.387139,0.047998,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
62,29.299248,0.043235,0.387139,0.047998,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
63,21.960714,0.043309,0.387139,0.033217,-10.0,"0,15",6223.875,-10,cam_feednot_available,15.0
64,21.960714,0.043309,0.387139,0.033217,-10.0,"0,16",6164.600098,-10,cam_feednot_available,16.0
65,21.960714,0.042222,0.387139,0.020991,-10.0,"0,17",6105.325195,-10,cam_feednot_available,17.0
66,21.960714,0.042222,0.387139,0.020991,-10.0,"0,18",6046.049805,-10,cam_feednot_available,18.0
67,21.960714,0.043365,0.387139,0.011479,-10.0,"0,19",5986.774902,-10,cam_feednot_available,19.0
68,21.960714,0.043365,0.387139,0.011479,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
69,21.960714,0.038522,0.387139,0.004946,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
70,21.960714,0.038522,0.387139,0.004946,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
71,21.960714,0.043251,0.387139,0.001074,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
72,21.960714,0.043251,0.387139,0.001074,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
73,21.960714,0.040594,0.387139,2.7e-05,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
74,21.960714,0.040594,0.387139,2.7e-05,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
75,21.960714,0.041132,0.387139,0.001819,-10.0,"0,19",5986.774902,-10,cam_feednot_available,20.0
76,25.620766,0.041132,0.387139,0.001819,-10.0,"0,20",5927.5,-10,cam_feednot_available,20.0
77,25.620766,0.039389,0.387139,0.006441,-10.0,"0,21",5868.225098,-10,cam_feednot_available,21.0
78,25.620766,0.039389,0.387139,0.006441,-10.0,"0,22",5808.950195,-10,cam_feednot_available,22.0
79,25.620766,0.038697,0.387139,0.013864,-10.0,"0,23",5749.674805,-10,cam_feednot_available,23.0
80,25.620766,0.038697,0.387139,0.013864,-10.0,"0,24",5690.399902,-10,cam_feednot_available,24.0
81,25.620766,0.044381,0.387139,0.024114,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
82,25.620766,0.044381,0.387139,0.024114,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
83,25.620766,0.039856,0.387139,0.036915,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
84,25.620766,0.039856,0.387139,0.036915,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
85,25.620766,0.041812,0.387139,0.052348,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
86,25.620766,0.041812,0.387139,0.052348,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
87,25.620766,0.041278,0.387139,0.070239,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
88,25.620766,0.041278,0.387139,0.070239,-10.0,"0,24",5690.399902,-10,cam_feednot_available,25.0
89,22.096258,0.041389,0.387139,0.090634,-10.0,"0,25",5631.125,-10,cam_feednot_available,25.0
90,22.096258,0.041389,0.387139,0.090634,-10.0,"0,26",5571.850098,-10,cam_feednot_available,26.0
91,22.096258,0.03902,0.387139,0.113401,-10.0,"0,27",5512.575195,-10,cam_feednot_available,27.0
92,22.096258,0.03902,0.387139,0.113401,-10.0,"0,28",5453.299805,-10,cam_feednot_available,28.0
93,22.096258,0.042325,0.387139,0.139305,-10.0,"0,29",5394.024902,-10,cam_feednot_available,29.0
94,22.096258,0.042325,0.387139,0.139305,-10.0,"0,29",5394.024902,-10,cam_feednot_available,30.0
95,22.096258,0.045266,0.387139,0.166304,-10.0,"0,29",5394.024902,-10,cam_feednot_available,30.0
96,22.096258,0.045266,0.387139,0.166304,-10.0,"0,29",5394.024902,-10,cam_feednot_available,30.0
