time,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,-10.0,-10.0,-10.0,0.935291,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,-10.0,-10.0,-10.0,0.935291,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,-10.0,-10.0,-10.0,0.916285,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,-10.0,-10.0,-10.0,0.916285,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,-10.0,-10.0,-10.0,0.894074,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,-10.0,-10.0,-10.0,0.894074,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,-10.0,0.138985,0.852193,0.868973,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
9,-10.0,0.138985,0.852193,0.868973,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
10,-10.0,0.171342,0.994811,0.843909,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
11,-10.0,0.171342,0.994811,0.843909,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
12,-10.0,0.124587,0.948506,0.815518,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
13,-10.0,0.124587,0.948506,0.815518,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
14,-10.0,0.06681,0.948506,0.785,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
15,26.528385,0.06681,0.948506,0.785,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
16,26.528385,0.068437,0.948506,0.752928,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
17,26.528385,0.068437,0.948506,0.752928,-10.0,"0,6",6757.350098,-10,cam_feednot_available,6.0
18,26.528385,0.043169,0.987616,0.719103,-10.0,"0,7",6698.075195,-10,cam_feednot_available,7.0
19,26.528385,0.043169,0.987616,0.719103,-10.0,"0,8",6638.799805,-10,cam_feednot_available,8.0
20,26.528385,0.064569,0.917284,0.684973,-10.0,"0,9",6579.524902,-10,cam_feednot_available,9.0
21,26.528385,0.064569,0.917284,0.684973,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
22,26.528385,0.088725,0.917284,0.650415,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
23,20.410112,0.088725,0.917284,0.650415,-10.0,"0,10",6520.25,-10,cam_feednot_available,10.0
24,20.410112,0.077084,0.6855,0.613769,-10.0,"0,11",6460.975098,-10,cam_feednot_available,11.0
25,20.410112,0.077084,0.6855,0.613769,-10.0,"0,12",6401.700195,-10,cam_feednot_available,12.0
26,20.410112,0.094761,0.97104,0.576074,-10.0,"0,13",6342.424805,-10,cam_feednot_available,13.0
27,20.410112,0.094761,0.97104,0.576074,-10.0,"0,14",6283.149902,-10,cam_feednot_available,14.0
28,20.410112,0.22188,1.0,0.539644,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
29,20.410112,0.22188,1.0,0.539644,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
30,20.410112,0.188703,0.945175,0.501057,-10.0,"0,14",6283.149902,-10,cam_feednot_available,15.0
