time,bt_name,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.935798,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.935798,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.916812,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.916812,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,frog_aal_arch_baseline.xml,-10.0,0.126326,-10.0,0.895197,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
9,frog_aal_arch_baseline.xml,-10.0,0.126326,-10.0,0.895197,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
10,frog_aal_arch_baseline.xml,-10.0,0.160942,0.950255,0.870158,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
11,frog_aal_arch_baseline.xml,-10.0,0.160942,0.950255,0.870158,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
12,frog_aal_arch_baseline.xml,-10.0,0.157697,0.998082,0.843444,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
13,frog_aal_arch_baseline.xml,-10.0,0.157697,0.998082,0.843444,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
14,frog_aal_arch_baseline.xml,-10.0,0.077008,0.997403,0.815145,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
15,frog_aal_arch_baseline.xml,-10.0,0.077008,0.997403,0.815145,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
16,frog_aal_arch_baseline.xml,-10.0,0.06838,0.843729,0.786298,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
17,frog_aal_arch_baseline.xml,-10.0,0.06838,0.843729,0.786298,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
18,frog_aal_arch_baseline.xml,-10.0,0.05179,0.843729,0.754423,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
19,frog_aal_arch_baseline.xml,-10.0,0.05179,0.843729,0.754423,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
20,frog_aal_arch_baseline.xml,-10.0,0.039589,0.843729,0.720671,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
21,frog_aal_arch_baseline.xml,-10.0,0.039589,0.843729,0.720671,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
22,frog_aal_arch_baseline.xml,-10.0,0.045275,0.843729,0.685476,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
23,frog_aal_arch_baseline.xml,-10.0,0.045275,0.843729,0.685476,-10.0,"0,4",6875.899902,-10,cam_feednot_available,5.0
24,frog_aal_arch_baseline.xml,40.578182,0.050249,0.843729,0.650845,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
25,frog_aal_arch_baseline.xml,40.578182,0.050249,0.843729,0.650845,-10.0,"0,6",6757.350098,-10,cam_feednot_available,6.0
