time,bt_name,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.934379,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.934379,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.914855,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.914855,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,frog_aal_arch_baseline.xml,-10.0,-10.0,-10.0,0.892936,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,frog_aal_arch_baseline.xml,-10.0,0.126035,-10.0,0.892936,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
9,frog_aal_arch_baseline.xml,-10.0,0.144073,0.966231,0.868463,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
10,frog_aal_arch_baseline.xml,-10.0,0.144073,0.966231,0.868463,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
11,frog_aal_arch_baseline.xml,-10.0,0.165927,0.994326,0.841469,-10.0,"0,1",7053.725098,-10,cam_feednot_available,1.0
12,frog_aal_arch_baseline.xml,-10.0,0.165927,0.994326,0.841469,-10.0,"0,2",6994.450195,-10,cam_feednot_available,2.0
13,frog_aal_arch_baseline.xml,-10.0,0.111992,0.871425,0.813063,-10.0,"0,3",6935.174805,-10,cam_feednot_available,3.0
14,frog_aal_arch_baseline.xml,-10.0,0.111992,0.871425,0.813063,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
15,frog_aal_arch_baseline.xml,26.647339,0.081547,0.871425,0.783972,-10.0,"0,4",6875.899902,-10,cam_feednot_available,4.0
16,frog_aal_arch_baseline.xml,26.647339,0.081547,0.871425,0.783972,-10.0,"0,5",6816.625,-10,cam_feednot_available,5.0
17,frog_aal_arch_baseline.xml,26.647339,0.09161,0.871425,0.751493,-10.0,"0,6",6757.350098,-10,cam_feednot_available,6.0
18,frog_aal_arch_baseline.xml,26.647339,0.09161,0.871425,0.751493,-10.0,"0,7",6698.075195,-10,cam_feednot_available,7.0
19,frog_aal_arch_baseline.xml,26.647339,0.039862,1.0,0.718166,-10.0,"0,8",6638.799805,-10,cam_feednot_available,8.0
20,frog_aal_arch_baseline.xml,26.647339,0.039862,1.0,0.718166,-10.0,"0,9",6579.524902,-10,cam_feednot_available,9.0
21,frog_aal_arch_baseline.xml,26.647339,0.074639,0.629753,0.684638,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
22,frog_aal_arch_baseline.xml,26.647339,0.074639,0.629753,0.684638,-10.0,"0,9",6579.524902,-10,cam_feednot_available,10.0
23,frog_aal_arch_baseline.xml,15.943951,0.088459,0.629753,0.647165,-10.0,"0,10",6520.25,-10,cam_feednot_available,10.0
24,frog_aal_arch_baseline.xml,15.943951,0.088459,0.629753,0.647165,-10.0,"0,11",6460.975098,-10,cam_feednot_available,11.0
25,frog_aal_arch_baseline.xml,15.943951,0.09479,0.572629,0.610759,-10.0,"0,12",6401.700195,-10,cam_feednot_available,12.0
