time,bt_name,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.934901,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.934901,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.915818,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.915818,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,frog_aal_arch_internal.xml,-10.0,0.131343,-10.0,0.894086,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
9,frog_aal_arch_internal.xml,-10.0,0.131343,-10.0,0.894086,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
10,frog_aal_arch_internal.xml,-10.0,0.154797,0.997084,0.86897,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
11,frog_aal_arch_internal.xml,-10.0,0.154797,0.997084,0.86897,0.26,"0,1",7053.725098,1,/camera/image_noisy,1.0
12,frog_aal_arch_internal.xml,-10.0,0.169028,0.837941,0.843482,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
13,frog_aal_arch_internal.xml,-10.0,0.169028,0.837941,0.843482,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
14,frog_aal_arch_internal.xml,-10.0,0.090494,0.837237,0.813693,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
15,frog_aal_arch_internal.xml,-10.0,0.090494,0.837237,0.813693,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
16,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.784986,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
17,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.784986,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
18,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.751627,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
19,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.751627,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
20,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.718218,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
21,frog_aal_arch_internal.xml,22.45546,0.090494,0.837237,0.718218,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
22,frog_aal_arch_internal.xml,22.45546,0.077655,0.837237,0.684896,0.18,"0,5",5394.024902,3,/camera/image_noisy,5.0
23,frog_aal_arch_internal.xml,22.45546,0.077655,0.837237,0.684896,0.18,"0,5",5394.024902,3,/camera/image_noisy,5.0
