time,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,-10.0,-10.0,-10.0,0.934264,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,-10.0,-10.0,-10.0,0.934264,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,-10.0,-10.0,-10.0,0.917375,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,-10.0,-10.0,-10.0,0.917375,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,-10.0,0.126053,-10.0,0.897351,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
9,-10.0,0.126053,-10.0,0.897351,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
10,-10.0,0.151356,0.939003,0.874761,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
11,-10.0,0.151356,0.939003,0.874761,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
12,-10.0,0.161722,0.997091,0.841491,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
13,-10.0,0.161722,0.997091,0.841491,0.26,"0,1",7053.725098,1,/camera/image_noisy,1.0
14,-10.0,0.127129,1.0,0.813353,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
15,-10.0,0.127129,1.0,0.813353,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
16,-10.0,0.0643,1.0,0.791837,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
17,27.166357,0.0643,1.0,0.791837,0.18,"0,2",6994.450195,1,/camera/image_noisy,2.0
18,27.166357,0.0643,1.0,0.757737,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
19,27.166357,0.0643,1.0,0.757737,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
20,27.166357,0.0643,1.0,0.718594,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
21,27.166357,0.0643,1.0,0.718594,0.18,"0,4",5927.5,3,/camera/image_noisy,4.0
22,27.166357,0.0643,1.0,0.683642,0.18,"0,4",5927.5,3,/camera/image_noisy,4.0
23,27.166357,0.0643,1.0,0.683642,0.18,"0,4",5927.5,3,/camera/image_noisy,4.0
24,27.166357,0.0763,1.0,0.648236,0.1,"0,5",5394.024902,3,/camera/image_noisy,5.0
25,27.166357,0.0763,1.0,0.648236,0.1,"0,6",5334.75,1,/camera/image_noisy,6.0
26,27.166357,0.077579,0.249417,0.611188,0.1,"0,7",5275.475098,1,/camera/image_noisy,7.0
27,27.166357,0.077579,0.249417,0.611188,0.1,"0,7",5275.475098,1,/camera/image_noisy,7.0
28,27.166357,0.051933,0.391315,0.584104,0.1,"0,8",5216.200195,1,/camera/image_noisy,8.0
29,27.166357,0.051933,0.391315,0.584104,0.1,"0,9",5156.924805,1,/camera/image_noisy,9.0
30,27.166357,0.037254,0.38608,0.537244,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
31,27.166357,0.037254,0.38608,0.537244,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
32,27.166357,0.03669,0.384942,0.507245,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
33,27.166357,0.03669,0.384942,0.507245,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
34,27.166357,0.044912,0.377702,0.4616,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
35,27.166357,0.044912,0.377702,0.4616,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
36,27.166357,0.057159,0.145191,0.425187,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
37,27.166357,0.057159,0.145191,0.425187,0.1,"0,9",5156.924805,1,/camera/image_noisy,10.0
38,34.596367,0.067578,0.145191,0.388882,0.1,"0,10",5097.649902,1,/camera/image_noisy,10.0
39,34.596367,0.067578,0.145191,0.388882,0.1,"0,11",5038.375,1,/camera/image_noisy,11.0
40,34.596367,0.064025,0.382085,0.352404,0.1,"0,12",4979.100098,1,/camera/image_noisy,12.0
41,34.596367,0.064025,0.382085,0.352404,0.1,"0,13",4919.825195,1,/camera/image_noisy,13.0
42,34.596367,0.098412,0.38802,0.315208,0.1,"0,13",4919.825195,1,/camera/image_noisy,13.0
43,34.596367,0.098412,0.38802,0.315208,0.1,"1,14",4860.549805,1,/camera/image_noisy,14.0
44,34.596367,0.1207,0.383491,0.282472,0.1,"1,14",4860.549805,1,/camera/image_noisy,15.0
45,34.596367,0.1207,0.383491,0.282472,0.18,"1,14",4860.549805,1,/camera/image_noisy,15.0
46,34.596367,0.173572,0.691051,0.247712,0.18,"1,14",4860.549805,1,/camera/image_noisy,15.0
47,34.596367,0.173572,0.691051,0.247712,0.18,"1,14",4860.549805,1,/camera/image_noisy,15.0
48,34.596367,0.220681,1.0,0.215478,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
49,34.596367,0.220681,1.0,0.215478,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
50,34.596367,0.167305,0.94756,0.185502,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
51,34.596367,0.167305,0.94756,0.185502,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
52,34.596367,0.150748,0.895713,0.158087,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
53,34.596367,0.150748,0.895713,0.158087,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
54,34.596367,0.157348,1.0,0.130908,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
55,34.596367,0.157348,1.0,0.130908,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
56,34.596367,0.14429,0.949122,0.106346,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
57,34.596367,0.14429,0.949122,0.106346,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
58,34.596367,0.116694,0.793603,0.084298,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
59,34.596367,0.116694,0.793603,0.084298,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
60,34.596367,0.10652,0.793603,0.06467,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
61,34.596367,0.10652,0.793603,0.06467,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
62,34.596367,0.095762,0.793603,0.047306,0.26,"1,14",4860.549805,1,/camera/image_noisy,15.0
63,65.453888,0.095762,0.793603,0.047306,0.18,"2,15",4801.274902,1,/camera/image_noisy,15.0
64,65.453888,0.092711,0.793603,0.032979,0.18,"2,16",4742.0,1,/camera/image_noisy,16.0
65,65.453888,0.092711,0.793603,0.032979,0.18,"2,16",4742.0,1,/camera/image_noisy,16.0
66,65.453888,0.085598,0.394451,0.02135,0.1,"2,17",4682.725098,1,/camera/image_noisy,17.0
67,65.453888,0.085598,0.394451,0.02135,0.1,"2,18",4623.450195,1,/camera/image_noisy,18.0
68,65.453888,0.100584,0.379182,0.012016,0.1,"2,19",4564.174805,1,/camera/image_noisy,19.0
69,65.453888,0.100584,0.379182,0.012016,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
70,65.453888,0.09519,0.391045,0.004683,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
71,65.453888,0.09519,0.391045,0.004683,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
72,65.453888,0.111444,0.392362,0.00191,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
73,65.453888,0.111444,0.392362,0.00191,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
74,65.453888,0.133658,0.369471,0.0,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
75,65.453888,0.133658,0.369471,0.0,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
76,65.453888,0.138911,0.387691,0.001828,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
77,65.453888,0.138911,0.387691,0.001828,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
78,65.453888,0.148798,0.385139,0.005622,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
79,65.453888,0.148798,0.385139,0.005622,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
80,65.453888,0.170387,0.383985,0.014319,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
81,65.453888,0.170387,0.383985,0.014319,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
82,65.453888,0.194609,0.383199,0.024347,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
83,65.453888,0.194609,0.383199,0.024347,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
84,65.453888,0.169195,0.382212,0.037734,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
85,65.453888,0.169195,0.382212,0.037734,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
86,65.453888,0.120248,0.262077,0.053329,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
87,65.453888,0.120248,0.262077,0.053329,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
88,65.453888,0.10209,0.204494,0.069944,0.1,"2,19",4564.174805,1,/camera/image_noisy,20.0
89,59.24789,0.10209,0.204494,0.069944,0.1,"2,20",4504.899902,1,/camera/image_noisy,20.0
90,59.24789,0.091773,0.204494,0.092501,0.1,"3,21",4445.625,1,/camera/image_noisy,21.0
91,59.24789,0.091773,0.204494,0.092501,0.1,"4,22",4386.350098,1,/camera/image_noisy,22.0
92,59.24789,0.066407,0.383902,0.109276,0.1,"4,23",4327.075195,1,/camera/image_noisy,23.0
93,59.24789,0.066407,0.383902,0.109276,0.1,"4,23",4327.075195,1,/camera/image_noisy,23.0
94,59.24789,0.067131,0.40907,0.136736,0.1,"4,24",4267.799805,1,/camera/image_noisy,24.0
95,59.24789,0.067131,0.40907,0.136736,0.1,"4,24",4267.799805,1,/camera/image_noisy,25.0
96,59.24789,0.115633,0.382522,0.167401,0.1,"4,24",4267.799805,1,/camera/image_noisy,25.0
97,59.24789,0.115633,0.382522,0.167401,0.1,"4,24",4267.799805,1,/camera/image_noisy,25.0
98,59.24789,0.161361,0.388216,0.193485,0.1,"4,24",4267.799805,1,/camera/image_noisy,25.0
