time,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,-10.0,-10.0,-10.0,0.921809,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,-10.0,-10.0,-10.0,0.921809,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,-10.0,-10.0,-10.0,0.900973,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,-10.0,-10.0,-10.0,0.900973,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,-10.0,-10.0,-10.0,0.877156,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,-10.0,0.127934,-10.0,0.877156,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
9,-10.0,0.144062,0.991348,0.851512,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
10,-10.0,0.144062,0.991348,0.851512,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
11,-10.0,0.171711,0.994854,0.823784,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
12,-10.0,0.171711,0.994854,0.823784,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
13,-10.0,0.143894,0.946981,0.792759,0.26,"0,1",7053.725098,1,/camera/image_noisy,1.0
14,-10.0,0.143894,0.946981,0.792759,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
15,-10.0,0.090427,0.632617,0.763035,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
16,-10.0,0.090427,0.632617,0.763035,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
17,28.758297,0.090427,0.632617,0.728732,0.18,"0,2",6994.450195,1,/camera/image_noisy,2.0
18,28.758297,0.090427,0.632617,0.728732,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
19,28.758297,0.090427,0.632617,0.694727,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
20,28.758297,0.090427,0.632617,0.694727,0.18,"0,3",6460.975098,3,/camera/image_noisy,3.0
21,28.758297,0.090427,0.632617,0.661263,0.18,"0,4",5927.5,3,/camera/image_noisy,4.0
22,28.758297,0.08236,0.632617,0.661263,0.1,"0,5",5868.225098,1,/camera/image_noisy,5.0
23,28.758297,0.092158,0.632617,0.626193,0.1,"0,6",5808.950195,1,/camera/image_noisy,6.0
24,28.758297,0.092158,0.632617,0.626193,0.1,"0,6",5808.950195,1,/camera/image_noisy,6.0
25,28.758297,0.059595,0.380164,0.600246,0.1,"0,7",5749.674805,1,/camera/image_noisy,7.0
26,28.758297,0.059595,0.380164,0.600246,0.1,"0,8",5690.399902,1,/camera/image_noisy,8.0
27,28.758297,0.041148,0.385923,0.548723,0.1,"0,9",5631.125,1,/camera/image_noisy,9.0
28,28.758297,0.041148,0.385923,0.548723,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
29,28.758297,0.035071,0.385752,0.515103,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
30,28.758297,0.035071,0.385752,0.515103,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
31,28.758297,0.047135,0.385798,0.492506,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
32,28.758297,0.047135,0.385798,0.492506,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
33,28.758297,0.058626,0.385226,0.447754,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
34,28.758297,0.058626,0.385226,0.447754,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
35,28.758297,0.064049,0.385226,0.405245,0.1,"0,9",5631.125,1,/camera/image_noisy,10.0
36,34.605438,0.064049,0.385226,0.405245,0.1,"0,10",5571.850098,1,/camera/image_noisy,10.0
37,34.605438,0.063488,0.385226,0.374094,0.1,"0,10",5571.850098,1,/camera/image_noisy,10.0
38,34.605438,0.063488,0.385226,0.374094,0.1,"0,11",5512.575195,1,/camera/image_noisy,11.0
39,34.605438,0.081711,0.385063,0.326932,0.1,"0,12",5453.299805,1,/camera/image_noisy,12.0
40,34.605438,0.081711,0.385063,0.326932,0.1,"0,13",5394.024902,1,/camera/image_noisy,13.0
41,34.605438,0.109714,0.382157,0.296578,0.1,"0,13",5394.024902,1,/camera/image_noisy,13.0
42,34.605438,0.109714,0.382157,0.296578,0.1,"1,14",5334.75,1,/camera/image_noisy,14.0
43,34.605438,0.154766,0.692756,0.265937,0.18,"1,14",5334.75,1,/camera/image_noisy,15.0
44,34.605438,0.154766,0.692756,0.265937,0.18,"1,14",5334.75,1,/camera/image_noisy,15.0
45,34.605438,0.198004,0.690758,0.225797,0.18,"1,14",5334.75,1,/camera/image_noisy,15.0
46,34.605438,0.198004,0.690758,0.225797,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
47,34.605438,0.184319,0.998653,0.196675,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
48,34.605438,0.184319,0.998653,0.196675,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
49,34.605438,0.141665,0.998347,0.168241,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
50,34.605438,0.141665,0.998347,0.168241,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
51,34.605438,0.156588,0.999322,0.140688,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
52,34.605438,0.156588,0.999322,0.140688,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
53,34.605438,0.153164,1.0,0.115901,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
54,34.605438,0.153164,1.0,0.115901,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
55,34.605438,0.130984,0.950652,0.091205,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
56,34.605438,0.130984,0.950652,0.091205,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
57,34.605438,0.105884,0.17451,0.070466,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
58,34.605438,0.105884,0.17451,0.070466,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
59,34.605438,0.098948,0.17451,0.053883,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
60,34.605438,0.098948,0.17451,0.053883,0.26,"1,14",5334.75,1,/camera/image_noisy,15.0
61,65.088165,0.088648,0.17451,0.03724,0.18,"2,15",5275.475098,1,/camera/image_noisy,15.0
62,65.088165,0.088648,0.17451,0.03724,0.18,"2,15",5275.475098,1,/camera/image_noisy,15.0
63,65.088165,0.079046,0.17451,0.024935,0.18,"2,16",5216.200195,1,/camera/image_noisy,16.0
64,65.088165,0.079046,0.17451,0.024935,0.1,"2,17",5156.924805,1,/camera/image_noisy,17.0
65,65.088165,0.110334,0.389011,0.014532,0.1,"2,18",5097.649902,1,/camera/image_noisy,18.0
66,65.088165,0.110334,0.389011,0.014532,0.1,"2,19",5038.375,1,/camera/image_noisy,19.0
67,65.088165,0.094601,0.39033,0.006464,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
68,65.088165,0.094601,0.39033,0.006464,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
69,65.088165,0.111463,0.380797,0.002229,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
70,65.088165,0.111463,0.380797,0.002229,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
71,65.088165,0.134209,0.381871,8.1e-05,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
72,65.088165,0.134209,0.381871,8.1e-05,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
73,65.088165,0.137353,0.384108,0.000926,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
74,65.088165,0.137353,0.384108,0.000926,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
75,65.088165,0.146115,0.384822,0.004553,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
76,65.088165,0.146115,0.384822,0.004553,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
77,65.088165,0.167767,0.384089,0.011753,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
78,65.088165,0.167767,0.384089,0.011753,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
79,65.088165,0.189097,0.383555,0.020709,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
80,65.088165,0.189097,0.383555,0.020709,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
81,65.088165,0.187455,0.382761,0.03301,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
82,65.088165,0.187455,0.382761,0.03301,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
83,65.088165,0.135795,0.381961,0.048055,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
84,65.088165,0.135795,0.381961,0.048055,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
85,65.088165,0.109962,0.257563,0.06513,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
86,65.088165,0.109962,0.257563,0.06513,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
87,65.088165,0.109757,0.257563,0.083293,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
88,65.088165,0.109757,0.257563,0.083293,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
89,65.088165,0.091462,0.257563,0.105913,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
90,65.088165,0.091462,0.257563,0.105913,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
91,65.088165,0.09217,0.257563,0.130126,0.1,"2,19",5038.375,1,/camera/image_noisy,20.0
92,69.933701,0.09217,0.257563,0.130126,0.1,"2,20",4979.100098,1,/camera/image_noisy,20.0
93,69.933701,0.092122,0.257563,0.15823,0.1,"3,21",4919.825195,1,/camera/image_noisy,21.0
94,69.933701,0.092122,0.257563,0.15823,0.1,"3,21",4919.825195,1,/camera/image_noisy,21.0
95,69.933701,0.063192,0.383557,0.186726,0.1,"4,22",4860.549805,1,/camera/image_noisy,22.0
96,69.933701,0.063192,0.383557,0.186726,0.1,"4,23",4801.274902,1,/camera/image_noisy,23.0
97,69.933701,0.068624,0.382625,0.215747,0.1,"4,24",4742.0,1,/camera/image_noisy,24.0
98,69.933701,0.068624,0.382625,0.215747,0.1,"4,24",4742.0,1,/camera/image_noisy,25.0
